"id";"genero_top30";"posicion_top30";"titulo";"titulo_VO";"duracion";"pais";"puntuacion_media";"votos";"num_criticas";"mejor_puntuacion";"peor_puntuacion";"direccion";"guion";"musica";"fotografia";"reparto";"productora";"sinopsis";"url";"tag_1";"tag_2";"tag_3";"tag_4";"tag_5";"tag_6";"tag_7";"tag_8";"tag_9";"tag_10";"tag_11";"tag_12";"tag_13"
"100958";"Western";3;"Hasta que llegó su hora";"C'era una volta il west (Once Upon a Time in the West)";"165";"Italia";8,2;24,248;195;10;1;"Sergio Leone";"Sergio Leone, Sergio Donati, Dario Argento, Bernardo Bertolucci";"Ennio Morricone";"Tonino Delli Colli";"Henry Fonda, Charles Bronson, Claudia Cardinale, Gabriele Ferzetti, Frank Wolff, Al Mulock, Jason Robards, Woody Strode, Jack Elam, Lionel Stander, Paolo Stoppa, Keenan Wynn, Aldo Sambrell, Robert Hossein";"Paramount Pictures";"Brett McBain, un granjero viudo de origen irlandés, vive con sus hijos en una zona pobre y desértica del Oeste americano. Ha preparado una fiesta de bienvenida para Jill, su futura esposa, que viene desde Nueva Orleáns. Pero cuando Jill llega se encuentra con que una banda de pistoleros los ha asesinado a todos. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film100958.html";"Western";"Spaghetti Western";"Venganza";"Película de culto";"";"";"";"";"";"";"";"";""
"104497";"Fantástico";27;"Jennie";"Portrait of Jennie";"86";"Estados Unidos";7,7;4,171;46;10;1;"William Dieterle";"Paul Osborn, Peter Berneis (Novela: Robert Nathan)";"Dimitri Tiomkin";"Joseph H. August (B&W)";"Jennifer Jones, Joseph Cotten, Ethel Barrymore, Lillian Gish, Cecil Kellaway, David Wayne, Albert Sharpe, Henry Hull, Florence Bates, Felix Bressart, Clem Bevans, Maude Simmons, Nancy Olson";"Selznick International Pictures. Productor: David O. Selznick";"Un pintor arruinado y abatido por haber perdido la inspiración conoce, un frío día de invierno, a una chiquilla en Central Park vestida de un modo anticuado. A partir de ese momento se suceden otros encuentros, con la particularidad de que en breves intervalos de tiempo la chica se va convirtiendo en una bellísima joven, de la cual el pintor se enamora. Pero Jennie esconde un secreto… (FILMAFFINITY)";"https://www.filmaffinity.com/es/film104497.html";"Drama";"Romance";"Fantástico";"Drama romántico";"Pintura";"";"";"";"";"";"";"";""
"106223";"Belico";2;"La condición humana III: La plegaria del soldado";"Ningen no joken III (The Human Condition III: A Soldier's Prayer)";"190";"Japón";8,3;2,156;25;10;1;"Masaki Kobayashi";"Masaki Kobayashi, Zenzo Matsuyama, Koichi Inagaki (Novela: Jumpei Gomikawa)";"Chuji Kinoshita";"Yoshio Miyajima (B&W)";"Tatsuya Nakadai, Michiyo Aratama, Yusuke Kawazu, Tamao Nakamura, Chishu Ryu, Taketoshi Naitô, Reiko Hitomi, Kyôko Kishida, Nobuo Kaneko, Fujio Suga, Keijiro Morozumi";"Ninjin Club, Shôchiku";"Tras ser derrotados por los rusos, Kaji y los pocos hombres de su unidad que han sobrevivido emprenden una larga marcha en un intento desesperado de llegar a territorio amigo. Tras sortear no pocas dificultades, Kaji se ve obligado a rendirse y es enviado a un campo de prisioneros en Siberia. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film106223.html";"Bélico";"Drama";"Ejército";"Drama psicológico";"II Guerra Mundial";"Años 40";"Secuela";"";"";"";"";"";""
"106223";"Drama";27;"La condición humana III: La plegaria del soldado";"Ningen no joken III (The Human Condition III: A Soldier's Prayer)";"190";"Japón";8,3;2,156;25;10;1;"Masaki Kobayashi";"Masaki Kobayashi, Zenzo Matsuyama, Koichi Inagaki (Novela: Jumpei Gomikawa)";"Chuji Kinoshita";"Yoshio Miyajima (B&W)";"Tatsuya Nakadai, Michiyo Aratama, Yusuke Kawazu, Tamao Nakamura, Chishu Ryu, Taketoshi Naitô, Reiko Hitomi, Kyôko Kishida, Nobuo Kaneko, Fujio Suga, Keijiro Morozumi";"Ninjin Club, Shôchiku";"Tras ser derrotados por los rusos, Kaji y los pocos hombres de su unidad que han sobrevivido emprenden una larga marcha en un intento desesperado de llegar a territorio amigo. Tras sortear no pocas dificultades, Kaji se ve obligado a rendirse y es enviado a un campo de prisioneros en Siberia. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film106223.html";"Bélico";"Drama";"Ejército";"Drama psicológico";"II Guerra Mundial";"Años 40";"Secuela";"";"";"";"";"";""
"109470";"Musical";23;"Billy Elliot. The Musical Live";"Billy Elliot. The Musical Live";"169";"Reino Unido";7,5;181;2;10;1;"Stephen Daldry";"Lee Hall";"Elton John";NA;"Elliott Hanna, Ruthie Henshall, Deka Walmsley, Chris Grahamson, Liam Mower, Howard Crossley, David Muscat, Claudia Bradley, Zach Atkinson, Demi Lee";"Working Title Films, Tiger Aspect Productions";"Un joven bailarín con talento tiene que aprender a luchar por su sueño a pesar de la desaprobación social y la incomprensión inicial de su familia. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film109470.html";"Musical";"Comedia";"Drama";"";"";"";"";"";"";"";"";"";""
"124591";"Cine negro";27;"Scarface, el terror del Hampa";"Scarface";"93";"Estados Unidos";7,9;12,699;63;10;1;"Howard Hawks";"Ben Hecht (Novela: Armitage Trail)";"Adolph Tandler, Gus Arnheim";"Lee Garmes, L. William O'Connell (B&W)";"Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins, C. Henry Gordon, George Raft, Vince Barnett, Boris Karloff, Purnell Pratt, Tully Marshall, Inez Palange, Edwin Maxwell, Dennis O'Keefe";"Universal Pictures";"Tony Camonte (Paul Muni), un pistolero de origen italiano, ignorante y sin escrúpulos, es el lugarteniente de Johnny Lovo (Osgood Perkins), el hampón más poderoso del South End de Chicago. Ambicioso y cruel, Camonte, que por una cicatriz que le cruza el rostro recibe el apelativo de Cara cortada, elimina poco a poco a los rivales de su jefe hasta que, con la ayuda de su amigo Gino Rinaldo (George Raft), le arrebata el poder también a él y se convierte en el amo de la ciudad. Tras un mes de vacaciones en Florida, descubre que su hermana Cesca (Ann Dvorak), por la que siente un amor confuso y arrebatado, es la amante de Gino. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film124591.html";"Cine negro";"Thriller";"Policíaco";"Crimen";"Mafia";"";"";"";"";"";"";"";""
"127610";"Cine negro";6;"Sed de mal";"Touch of Evil";"108";"Estados Unidos";8,2;28,841;143;10;1;"Orson Welles";"Orson Welles (Novela: Whit Masterson)";"Henry Mancini";"Russell Metty (B&W)";"Charlton Heston, Janet Leigh, Orson Welles, Marlene Dietrich, Joseph Calleia, Akim Tamiroff, Dennis Weaver, Ray Collins, Mercedes McCambridge, Joseph Cotten, Zsa Zsa Gabor";"Universal Pictures";"Un agente de la policía de narcóticos (Heston) llega a la frontera mexicana con su esposa justo en el momento en que explota una bomba. Inmediatamente se hace cargo de la investigación contando con la colaboración de Quinlan (Welles), el jefe de la policía local, muy conocido en la zona por sus métodos expeditivos y poco ortodoxos. Una lucha feroz se desata entre los dos hombres, pues cada uno de ellos tiene pruebas contra el otro. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film127610.html";"Cine negro";"Intriga";"Crimen";"Policíaco";"Secuestros / Desapariciones";"";"";"";"";"";"";"";""
"127610";"Intriga";17;"Sed de mal";"Touch of Evil";"108";"Estados Unidos";8,2;28,841;143;10;1;"Orson Welles";"Orson Welles (Novela: Whit Masterson)";"Henry Mancini";"Russell Metty (B&W)";"Charlton Heston, Janet Leigh, Orson Welles, Marlene Dietrich, Joseph Calleia, Akim Tamiroff, Dennis Weaver, Ray Collins, Mercedes McCambridge, Joseph Cotten, Zsa Zsa Gabor";"Universal Pictures";"Un agente de la policía de narcóticos (Heston) llega a la frontera mexicana con su esposa justo en el momento en que explota una bomba. Inmediatamente se hace cargo de la investigación contando con la colaboración de Quinlan (Welles), el jefe de la policía local, muy conocido en la zona por sus métodos expeditivos y poco ortodoxos. Una lucha feroz se desata entre los dos hombres, pues cada uno de ellos tiene pruebas contra el otro. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film127610.html";"Cine negro";"Intriga";"Crimen";"Policíaco";"Secuestros / Desapariciones";"";"";"";"";"";"";"";""
"135623";"Animacion";17;"Del revés (Inside Out)";"Inside Out";"94";"Estados Unidos";7,8;76,367;383;10;1;"Pete Docter, Ronaldo Del Carmen";"Pete Docter, Meg LeFauve, Josh Cooley (Historia: Pete Docter, Ronaldo Del Carmen)";"Michael Giacchino";"Animación";"Animación";"Pixar Animation Studios, Walt Disney Pictures";"Riley es una chica que disfruta o padece toda clase de sentimientos. Aunque su vida ha estado marcada por la Alegría, también se ve afectada por otro tipo de emociones. Lo que Riley no entiende muy bien es por qué motivo tiene que existir la Tristeza en su vida. Una serie de acontecimientos hacen que Alegría y Tristeza se mezclen en una peligrosa aventura que dará un vuelco al mundo de Riley. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film135623.html";"Animación";"Fantástico";"Aventuras";"Comedia";"Infancia";"Familia";"Cine familiar";"Pixar";"3-D";"";"";"";""
"135623";"Fantástico";22;"Del revés (Inside Out)";"Inside Out";"94";"Estados Unidos";7,8;76,367;383;10;1;"Pete Docter, Ronaldo Del Carmen";"Pete Docter, Meg LeFauve, Josh Cooley (Historia: Pete Docter, Ronaldo Del Carmen)";"Michael Giacchino";"Animación";"Animación";"Pixar Animation Studios, Walt Disney Pictures";"Riley es una chica que disfruta o padece toda clase de sentimientos. Aunque su vida ha estado marcada por la Alegría, también se ve afectada por otro tipo de emociones. Lo que Riley no entiende muy bien es por qué motivo tiene que existir la Tristeza en su vida. Una serie de acontecimientos hacen que Alegría y Tristeza se mezclen en una peligrosa aventura que dará un vuelco al mundo de Riley. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film135623.html";"Animación";"Fantástico";"Aventuras";"Comedia";"Infancia";"Familia";"Cine familiar";"Pixar";"3-D";"";"";"";""
"137389";"Infantil";23;"Arrietty y el mundo de los diminutos";"Karigurashi no Arietti";"94";"Japón";7,2;9,069;57;10;1;"Hiromasa Yonebayashi";"Hayao Miyazaki (Novela: Mary Norton)";"Cécile Corbel";"Animación";"Animación";"Studio Ghibli, Dentsu Inc, Hakuhodo DY Media Partners, Nippon TV, Toho. Productor: Hayao Miyazaki";"En una casita oculta bajo las tablas del suelo de una mansión campestre, vive una familia de seres diminutos, de apenas 10 cm. de altura, que tienen la norma de no dejarse ver nunca por los seres humanos; sin embargo, su tranquila existencia cambia cuando Arrietty, una audaz adolescente, es vista accidentalmente por un niño que se acaba de establecer en la casa debido a su delicada salud. Al tiempo que entre ambos surge una gran amistad, la existencia de los diminutos seres se verá peligrosamente amenazada... Adaptación del cuento infantil ""The Borrowers"", escrito por Mary Norton y ambientado en el Tokio contemporáneo. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film137389.html";"Animación";"Fantástico";"Drama";"Infantil";"Familia";"Cine familiar";"";"";"";"";"";"";""
"137887";"Accion";3;"Reservoir Dogs";"Reservoir Dogs";"99";"Estados Unidos";8,1;132,944;327;10;1;"Quentin Tarantino";"Quentin Tarantino";"Varios";"Andrzej Sekula";"Tim Roth, Harvey Keitel, Chris Penn, Steve Buscemi, Michael Madsen, Lawrence Tierney, Randy Brooks, Kirk Baltz, Edward Bunker, Quentin Tarantino, Burr Steers";"Live Entertainment, Dog Eat Dog Productions";"Una banda organizada es contratada para atracar una empresa y llevarse unos diamantes. Sin embargo, antes de que suene la alarma, la policía ya está allí. Algunos miembros de la banda mueren en el enfrentamiento con las fuerzas del orden, y los demás se reúnen en el lugar convenido. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film137887.html";"Thriller";"Acción";"Crimen";"Neo-noir";"Robos & Atracos";"Cine independiente USA";"Película de culto";"";"";"";"";"";""
"137887";"Thriller";12;"Reservoir Dogs";"Reservoir Dogs";"99";"Estados Unidos";8,1;132,944;327;10;1;"Quentin Tarantino";"Quentin Tarantino";"Varios";"Andrzej Sekula";"Tim Roth, Harvey Keitel, Chris Penn, Steve Buscemi, Michael Madsen, Lawrence Tierney, Randy Brooks, Kirk Baltz, Edward Bunker, Quentin Tarantino, Burr Steers";"Live Entertainment, Dog Eat Dog Productions";"Una banda organizada es contratada para atracar una empresa y llevarse unos diamantes. Sin embargo, antes de que suene la alarma, la policía ya está allí. Algunos miembros de la banda mueren en el enfrentamiento con las fuerzas del orden, y los demás se reúnen en el lugar convenido. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film137887.html";"Thriller";"Acción";"Crimen";"Neo-noir";"Robos & Atracos";"Cine independiente USA";"Película de culto";"";"";"";"";"";""
"138434";"Western";15;"Incidente en Ox-Bow";"The Ox-Bow Incident";"72";"Estados Unidos";8;3,809;53;10;1;"William A. Wellman";"Lamar Trotti (Novela: Walter Van Tilburg Clark)";"Cyril J. Mockridge";"Arthur C. Miller (B&W)";"Henry Fonda, Dana Andrews, Mary Beth Hughes, Anthony Quinn, William Eythe, Harry Morgan, Jane Darwell, Frank Conroy, Harry Davenport, Matt Briggs, Leigh Whipper";"20th Century Fox";"Nevada, 1885. Gil Carter (Henry Fonda) llega a una pequeña población del oeste en busca de su antigua novia, una mujer de dudosa reputación. Le acompaña su amigo Art (Harry Morgan). La inesperada noticia del asesinato de un conocido ranchero provoca que, ante la ausencia del sheriff, se forme un grupo de linchamiento del que tanto Gil como Art formarán parte. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film138434.html";"Western";"Drama";"Crimen";"Película de culto";"Siglo XIX";"";"";"";"";"";"";"";""
"144054";"Thriller";18;"Encadenados";"Notorious";"101";"Estados Unidos";8,1;18,987;92;10;1;"Alfred Hitchcock";"Ben Hecht";"Roy Webb";"Ted Tetzlaff (B&W)";"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern, Leopoldine Konstantin, Reinhold Schünzel, Moroni Olsen, Ivan Triesault, Alex Minotis, Wally Brown, Charles Mendl, Ricardo Costa, Eberhard Krumschmidt, Fay Baker";"RKO Radio Pictures";"Tras la Segunda Guerra Mundial (1939-1945), el padre de Alicia Huberman, un espía nazi, es condenado por traición contra los Estados Unidos. Después del juicio, Alicia da una fiesta en la que aparece un apuesto desconocido llamado Devlin. Se trata de un agente de los servicios de Inteligencia que reclama su colaboración para atrapar a Alexander Sebastian, el cerebro de los nazis en Brasil. Al principio se muestra reacia, pero finalmente accede, sobre todo, porque se ha enamorado del atractivo agente americano. Una vez en Brasil, Alicia se gana la simpatía de Sebastian y se va a vivir a su casa. Pero su implicación en el asunto acaba poniendo en peligro su vida. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film144054.html";"Intriga";"Thriller";"Cine negro";"Espionaje";"Nazismo";"Thriller psicológico";"";"";"";"";"";"";""
"144054";"Intriga";25;"Encadenados";"Notorious";"101";"Estados Unidos";8,1;18,987;92;10;1;"Alfred Hitchcock";"Ben Hecht";"Roy Webb";"Ted Tetzlaff (B&W)";"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern, Leopoldine Konstantin, Reinhold Schünzel, Moroni Olsen, Ivan Triesault, Alex Minotis, Wally Brown, Charles Mendl, Ricardo Costa, Eberhard Krumschmidt, Fay Baker";"RKO Radio Pictures";"Tras la Segunda Guerra Mundial (1939-1945), el padre de Alicia Huberman, un espía nazi, es condenado por traición contra los Estados Unidos. Después del juicio, Alicia da una fiesta en la que aparece un apuesto desconocido llamado Devlin. Se trata de un agente de los servicios de Inteligencia que reclama su colaboración para atrapar a Alexander Sebastian, el cerebro de los nazis en Brasil. Al principio se muestra reacia, pero finalmente accede, sobre todo, porque se ha enamorado del atractivo agente americano. Una vez en Brasil, Alicia se gana la simpatía de Sebastian y se va a vivir a su casa. Pero su implicación en el asunto acaba poniendo en peligro su vida. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film144054.html";"Intriga";"Thriller";"Cine negro";"Espionaje";"Nazismo";"Thriller psicológico";"";"";"";"";"";"";""
"144054";"Cine negro";12;"Encadenados";"Notorious";"101";"Estados Unidos";8,1;18,987;92;10;1;"Alfred Hitchcock";"Ben Hecht";"Roy Webb";"Ted Tetzlaff (B&W)";"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern, Leopoldine Konstantin, Reinhold Schünzel, Moroni Olsen, Ivan Triesault, Alex Minotis, Wally Brown, Charles Mendl, Ricardo Costa, Eberhard Krumschmidt, Fay Baker";"RKO Radio Pictures";"Tras la Segunda Guerra Mundial (1939-1945), el padre de Alicia Huberman, un espía nazi, es condenado por traición contra los Estados Unidos. Después del juicio, Alicia da una fiesta en la que aparece un apuesto desconocido llamado Devlin. Se trata de un agente de los servicios de Inteligencia que reclama su colaboración para atrapar a Alexander Sebastian, el cerebro de los nazis en Brasil. Al principio se muestra reacia, pero finalmente accede, sobre todo, porque se ha enamorado del atractivo agente americano. Una vez en Brasil, Alicia se gana la simpatía de Sebastian y se va a vivir a su casa. Pero su implicación en el asunto acaba poniendo en peligro su vida. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film144054.html";"Intriga";"Thriller";"Cine negro";"Espionaje";"Nazismo";"Thriller psicológico";"";"";"";"";"";"";""
"144113";"Ciencia ficcion";25;"Akira";"Akira";"124";"Japón";7,6;56,047;133;10;1;"Katsuhiro Otomo";"Katsuhiro Otomo, Izo Hashimoto (Manga: Katsuhiro Otomo)";"Shoji Yamashiro";"Animación";"Animación";"Akira Committee Company Ltd., Tokyo Movie Shinsha (TMS), Bandai Co., Ltd., Kodansha, Mainichi Broadcasting, Toho, Sumitomo Corporation";"Año 2019. Neo-Tokyo es una ciudad construida sobre las ruinas de la antigua capital japonesa destruida tras la Tercera Guerra Mundial. Japón es un país al borde del colapso que sufre continuas crisis políticas. En secreto, un equipo de científicos ha reanudado por orden del ejército un experimento para encontrar a individuos que puedan controlar el arma definitiva: una fuerza denominada ""la energía absoluta"". Pero los habitantes de Neo-Tokyo tienen otras cosas de las que preocuparse. Uno de ellos es Kaneda, un joven pandillero líder de una banda de motoristas. Durante una pelea, su mejor amigo, Tetsuo, sufre un extraño accidente y termina ingresado en unas instalaciones militares. Allí los científicos descubrirán que es el poseedor de la energía absoluta. Pero Tetsuo, que no se resigna a convertirse en un conejillo de indias, muy pronto se convertirá en la amenaza más grande que el mundo ha conocido. (FILMAFFINITY)
Reestreno en cines España: 4 diciembre 2020.";"https://www.filmaffinity.com/es/film144113.html";"Animación";"Ciencia ficción";"Acción";"Thriller";"Cyberpunk";"Thriller futurista";"Animación para adultos";"Película de culto";"Manga";"Holocausto nuclear";"Futuro postapocalíptico";"";""
"144113";"Accion";27;"Akira";"Akira";"124";"Japón";7,6;56,047;133;10;1;"Katsuhiro Otomo";"Katsuhiro Otomo, Izo Hashimoto (Manga: Katsuhiro Otomo)";"Shoji Yamashiro";"Animación";"Animación";"Akira Committee Company Ltd., Tokyo Movie Shinsha (TMS), Bandai Co., Ltd., Kodansha, Mainichi Broadcasting, Toho, Sumitomo Corporation";"Año 2019. Neo-Tokyo es una ciudad construida sobre las ruinas de la antigua capital japonesa destruida tras la Tercera Guerra Mundial. Japón es un país al borde del colapso que sufre continuas crisis políticas. En secreto, un equipo de científicos ha reanudado por orden del ejército un experimento para encontrar a individuos que puedan controlar el arma definitiva: una fuerza denominada ""la energía absoluta"". Pero los habitantes de Neo-Tokyo tienen otras cosas de las que preocuparse. Uno de ellos es Kaneda, un joven pandillero líder de una banda de motoristas. Durante una pelea, su mejor amigo, Tetsuo, sufre un extraño accidente y termina ingresado en unas instalaciones militares. Allí los científicos descubrirán que es el poseedor de la energía absoluta. Pero Tetsuo, que no se resigna a convertirse en un conejillo de indias, muy pronto se convertirá en la amenaza más grande que el mundo ha conocido. (FILMAFFINITY)
Reestreno en cines España: 4 diciembre 2020.";"https://www.filmaffinity.com/es/film144113.html";"Animación";"Ciencia ficción";"Acción";"Thriller";"Cyberpunk";"Thriller futurista";"Animación para adultos";"Película de culto";"Manga";"Holocausto nuclear";"Futuro postapocalíptico";"";""
"144674";"Animacion";13;"Persépolis";"Persepolis";"95";"Francia";7,8;41,557;144;10;1;"Marjane Satrapi, Vincent Paronnaud";"Marjane Satrapi, Vincent Paronnaud (Cómic: Marjane Satrapi)";"Olivier Bernet";"Animación (B&W)";"Animación";"Coproducción Francia-Estados Unidos; 2.4.7. Films";"Narra la conmovedora historia de una niña iraní desde la revolución islámica hasta nuestros días. Cuando los fundamentalistas toman el poder, forzando a las mujeres a llevar velo y encarcelando a miles de personas, y mientras tiene lugar la guerra entre Irak e Irán, Marjane descubre el punk, ABBA y Iron Maiden. Cuando llega a la adolescencia sus padres la envían a Europa, donde conoce otra cultura que nada tiene que ver con la de su país. La protagonista se adapta bien a su nueva vida, pero no soporta la soledad y vuelve con su familia, aunque eso signifique ponerse el velo y someterse a una sociedad tiránica. Voces originales en francés de Catherine Deneuve y Chiara Mastroianni. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film144674.html";"Animación";"Drama";"Animación para adultos";"Cómic";"Biográfico";"Años 90";"Feminismo";"Religión";"";"";"";"";""
"145446";"Belico";24;"1917";"1917";"119";"Reino Unido";7,8;38,167;374;10;1;"Sam Mendes";"Sam Mendes, Krysty Wilson-Cairns";"Thomas Newman";"Roger Deakins";"George MacKay, Dean-Charles Chapman, Mark Strong, Richard Madden, Benedict Cumberbatch, Colin Firth, Andrew Scott, Daniel Mays, Adrian Scarborough, Jamie Parker, Nabhaan Rizwan, Justin Edwards, Gerran Howell, Richard McCabe, Robert Maaser, Claire Duburcq, John Hollingworth, Anson Boon, Jonny Lavelle, Michael Jibson, Chris Walley, Pip Carter, Paul Tinto, Andy Apollo, William Postlethwaite, Gabriel Akuwudike, Josef Davies, Spike Leighton, Adam Hugill, Benjamin Adams, Tommy French, Merlin Leonhardt, Jos Slovick, Jack Shalloo, Elliot Edusah, Jacob James Beswick, Daniel Attwell, Samson Cox-Vinell, Michael Rouse, Richard Dempsey, Phil Cheadle, Jonah Russell";"Coproducción Reino Unido-Estados Unidos; Amblin Partners, Neal Street Productions, DreamWorks SKG, New Republic Pictures. Distribuida por Universal Pictures";"En lo más crudo de la Primera Guerra Mundial, dos jóvenes soldados británicos, Schofield (George MacKay) y Blake (Dean-Charles Chapman) reciben una misión aparentemente imposible. En una carrera contrarreloj, deberán atravesar el territorio enemigo para entregar un mensaje que evitará un mortífero ataque contra cientos de soldados, entre ellos el propio hermano de Blake.";"https://www.filmaffinity.com/es/film145446.html";"Bélico";"Drama";"I Guerra Mundial";"";"";"";"";"";"";"";"";"";""
"146984";"Cine negro";11;"Al rojo vivo";"White Heat";"114";"Estados Unidos";8,1;10,401;51;10;1;"Raoul Walsh";"Ivan Goff, Ben Roberts (Historia: Virginia Kellogg)";"Max Steiner";"Sidney Hickox (B&W)";"James Cagney, Virginia Mayo, Edmond O'Brien, Margaret Wycherly, Steve Cochran, John Archer, Wally Cassell, Fred Clark";"Warner Bros.";"Después de asaltar un tren que transportaba 300.000 dólares y asesinar a los maquinistas, Cody Jarret y su banda huyen con el dinero, pero son perseguidos por agentes federales que sospechan que Cody es el autor del robo. Una vez preparada una coartada perfecta, Cody se entrega a la policía y es condenado sólo a dos años de prisión; sin embargo, los agentes del Tesoro, convencidos de que fue el cerebro del asalto, le tienden una trampa. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film146984.html";"Cine negro";"Drama carcelario";"Crimen";"";"";"";"";"";"";"";"";"";""
"151782";"Infantil";25;"El rey y el ruiseñor (Le Roi et l'oiseau)";"Le Roi et l'oiseau";"87";"Francia";7,1;266;1;10;1;"Paul Grimault";"Paul Grimault, Jacques Prévert (Historia: Hans Christian Andersen)";"Wojciech Kilar";"Animación";"Animación";"France 2 (FR 2), Les Films Paul Grimault, Les Films Gibé";"El rey ""Carlos V más Tres son Ocho y Ocho Dieciséis"", domina de forma tiránica el reino de Taquicardia. Solamente un pájaro, risueño y parlanchín, que ha construido su nido encima de la torre del palacio, se atreve a plantarle cara. El rey está enamorado de una pastora encantadora que, surgiendo de una de las pinturas del palacio, se personifica cada noche para encontrarse con el deshollinador que sale, por su lado, del cuadro vecino. El rey quiere casarse con ella, pero la chica a quien ama de verdad es a su humilde enamorado. Ambos deciden escapar del rey y se esconden en la cima de la torre más alta del palacio, donde salvan a un pajarito inprudente que ha quedado atrapado en una de las trampas del tirano. El pájaro rebelde, agradecido por este acto heróico hacia una de sus crías, promete ayudarlos en su huída. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film151782.html";"Animación";"Infantil";"Cuentos";"";"";"";"";"";"";"";"";"";""
"155010";"Comedia";2;"El gran dictador";"The Great Dictator";"128";"Estados Unidos";8,6;83,55;232;10;1;"Charles Chaplin";"Charles Chaplin";"Charles Chaplin, Meredith Willson";"Roland Totheroh, Karl Struss (B&W)";"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner, Henry Daniell, Carter De Haven, Grace Hayle, Maurice Moscovitch, Billy Gilbert";"United Artists";"Un humilde barbero judío que combatió con el ejército de Tomania en la Primera Guerra Mundial vuelve a su casa años después del fin del conflicto. Amnésico a causa de un accidente de avión, no recuerda prácticamente nada de su vida pasada, y no conoce la situación política actual del país: Adenoid Hynkel, un dictador fascista y racista, ha llegado al poder y ha iniciado la persecución del pueblo judío, a quien considera responsable de la situación de crisis que vive el país. Paralelamente, Hynkel y sus colaboradores han empezado a preparar una ofensiva militar destinada a la conquista de todo el mundo.";"https://www.filmaffinity.com/es/film155010.html";"Comedia";"Sátira";"Nazismo";"II Guerra Mundial";"Propaganda";"";"";"";"";"";"";"";""
"157068";"Cine negro";22;"Tener y no tener";"To Have and Have Not";"100";"Estados Unidos";7,9;12,063;70;10;1;"Howard Hawks";"Jules Furthman, William Faulkner (Novela: Ernest Hemingway)";"Franz Waxman";"Sidney Hickox (B&W)";"Humphrey Bogart, Walter Brennan, Lauren Bacall, Dolores Moran, Hoagy Carmichael, Sheldon Leonard, Walter Szurovy, Marcel Dalio, Walter Sande, Dan Seymour, Aldo Nadi";"Warner Bros.";"Segunda Guerra Mundial (1939-1945). Harry Morgan y Eddie son dos marineros que están en la isla de Martinica, esperando inútilmente que algún barco los contrate. Al final, se verán obligados a trabajar para la Resistencia. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film157068.html";"Cine negro";"Intriga";"Thriller";"II Guerra Mundial";"";"";"";"";"";"";"";"";""
"159554";"Thriller";28;"Las diabólicas";"Les diaboliques";"114";"Francia";8;9,517;67;10;1;"H.G. Clouzot";"H.G. Clouzot, Jérome Géronimi, René Masson, Frédéric Grendel (Novela: Pierre Boileau, Thomas Narcejac)";"Georges Van Parys";"Armand Thirard (B&W)";"Simone Signoret, Véra Clouzot, Paul Meurisse, Charles Vanel, Jean Brochard, Thérèse Dorny, Georges Chamarat, Michel Serrault, Georges Poujouly";"Vera Films";"El director de un colegio, el señor Delasalle, convive con su esposa y su amante, la profesora Horner. Pero las dos mujeres, cansadas de sufrir la constante tiranía y malos tratos del hombre que comparten, deciden que esa situación no puede continuar... (FILMAFFINITY)";"https://www.filmaffinity.com/es/film159554.html";"Intriga";"Thriller";"Terror";"Crimen";"Thriller psicológico";"Película de culto";"";"";"";"";"";"";""
