"id";"genero_top30";"posicion_top30";"titulo";"titulo_VO";"duracion";"pais";"puntuacion_media";"votos";"num_criticas";"mejor_puntuacion";"peor_puntuacion";"direccion";"guion";"musica";"fotografia";"reparto";"productora";"sinopsis";"url";"tag_1";"tag_2";"tag_3";"tag_4";"tag_5";"tag_6";"tag_7";"tag_8";"tag_9";"tag_10";"tag_11";"tag_12";"tag_13"
"307521";"Animacion";19;"Your Name";"Kimi no na wa (Your Name.) aka";"106";"Japón";7,8;22,728;129;10;1;"Makoto Shinkai";"Makoto Shinkai";"Radwimps";"Animación, Makoto Shinkai";"Animación";"CoMix Wave Films";"Taki y Mitsuha descubren un día que durante el sueño sus cuerpos se intercambian, y comienzan a comunicarse por medio de notas. A medida que consiguen superar torpemente un reto tras otro, se va creando entre los dos un vínculo que poco a poco se convierte en algo más romántico. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film307521.html";"Animación";"Drama";"Romance";"Fantástico";"Drama romántico";"Historias cruzadas";"Adolescencia";"";"";"";"";"";""
"307971";"Musical";7;"Cabaret";"Cabaret";"123";"Estados Unidos";7,8;31,17;79;10;1;"Bob Fosse";"Jay Presson Allen (Obra: John Van Druten, Joe Masteroff. Novela: Christopher Isherwood)";"John Kander (Letra: Fred Ebb)";"Geoffrey Unsworth";"Liza Minnelli, Michael York, Helmut Griem, Joel Grey, Fritz Wepper, Helen Vita, Marisa Berenson, Elisabeth Neumann-Viertel, Sigrid von Richthofen, Gerd Vespermann, Ralf Wolter, Georg Hartmann, Ricky Renée, Estrongo Nachama";"Allied Artists, ABC Pictures";"Berlín, años 30. El partido nazi domina una ciudad donde el amor, el baile y la música se mezclan en la animada vida nocturna del Kit Kat Club. Un refugio mágico donde la joven Sally Bowles y un divertido maestro de ceremonias hacen olvidar las tristezas de la vida. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film307971.html";"Drama";"Musical";"Años 30";"Nazismo";"Baile";"";"";"";"";"";"";"";""
"309712";"Cine negro";14;"Retorno al pasado";"Out of the Past";"97";"Estados Unidos";8,1;12,294;66;10;1;"Jacques Tourneur";"Daniel Mainwaring (Novela: Daniel Mainwaring)";"Roy Webb";"Nicholas Musuraca (B&W)";"Robert Mitchum, Jane Greer, Kirk Douglas, Rhonda Fleming, Richard Webb, Steve Brodie, Virginia Huston, Paul Valentine, Ken Niles, Dickie Moore";"RKO Radio Pictures";"Jeff Bailey, un antiguo detective, posee una gasolinera en un pequeño pueblo, donde lleva una vida tranquila y sencilla. Sus amores son la pesca y una joven con la que quiere casarse. Inesperadamente, recibe la visita de un viejo conocido que le anuncia que el jefe quiere verlo. Bailey se ve entonces obligado a contarle a su novia su turbio pasado. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film309712.html";"Cine negro";"Intriga";"Crimen";"Película de culto";"";"";"";"";"";"";"";"";""
"309712";"Intriga";27;"Retorno al pasado";"Out of the Past";"97";"Estados Unidos";8,1;12,294;66;10;1;"Jacques Tourneur";"Daniel Mainwaring (Novela: Daniel Mainwaring)";"Roy Webb";"Nicholas Musuraca (B&W)";"Robert Mitchum, Jane Greer, Kirk Douglas, Rhonda Fleming, Richard Webb, Steve Brodie, Virginia Huston, Paul Valentine, Ken Niles, Dickie Moore";"RKO Radio Pictures";"Jeff Bailey, un antiguo detective, posee una gasolinera en un pequeño pueblo, donde lleva una vida tranquila y sencilla. Sus amores son la pesca y una joven con la que quiere casarse. Inesperadamente, recibe la visita de un viejo conocido que le anuncia que el jefe quiere verlo. Bailey se ve entonces obligado a contarle a su novia su turbio pasado. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film309712.html";"Cine negro";"Intriga";"Crimen";"Película de culto";"";"";"";"";"";"";"";"";""
"313601";"Intriga";28;"El secreto de sus ojos";"El secreto de sus ojos";"129";"Argentina";8,1;82,578;528;10;1;"Juan José Campanella";"Eduardo Sacheri, Juan José Campanella (Novela: Eduardo Sacheri)";"Federico Jusid";"Félix Monti";"Ricardo Darín, Soledad Villamil, Pablo Rago, Javier Godino, Guillermo Francella, José Luis Gioia, Mario Alarcón, Mariano Argento, Kiko Cerone, David Di Nápoli, Carla Quevedo";"Coproducción Argentina-España; 100 Bares, Tornasol Films, Haddock Films, Telefé, Televisión Española (TVE), Canal+ España";"Benjamín Espósito es oficial de un Juzgado de Instrucción de Buenos Aires recién retirado. Obsesionado por un brutal asesinato ocurrido veinticinco años antes, en 1974, decide escribir una novela sobre el caso, del cual fue testigo y protagonista. Reviviendo el pasado, viene también a su memoria el recuerdo de una mujer, a quien ha amado en silencio durante todos esos años. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film313601.html";"Thriller";"Intriga";"Drama";"Años 70";"Crimen";"Dictadura argentina";"Policíaco";"";"";"";"";"";""
"313601";"Thriller";20;"El secreto de sus ojos";"El secreto de sus ojos";"129";"Argentina";8,1;82,578;528;10;1;"Juan José Campanella";"Eduardo Sacheri, Juan José Campanella (Novela: Eduardo Sacheri)";"Federico Jusid";"Félix Monti";"Ricardo Darín, Soledad Villamil, Pablo Rago, Javier Godino, Guillermo Francella, José Luis Gioia, Mario Alarcón, Mariano Argento, Kiko Cerone, David Di Nápoli, Carla Quevedo";"Coproducción Argentina-España; 100 Bares, Tornasol Films, Haddock Films, Telefé, Televisión Española (TVE), Canal+ España";"Benjamín Espósito es oficial de un Juzgado de Instrucción de Buenos Aires recién retirado. Obsesionado por un brutal asesinato ocurrido veinticinco años antes, en 1974, decide escribir una novela sobre el caso, del cual fue testigo y protagonista. Reviviendo el pasado, viene también a su memoria el recuerdo de una mujer, a quien ha amado en silencio durante todos esos años. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film313601.html";"Thriller";"Intriga";"Drama";"Años 70";"Crimen";"Dictadura argentina";"Policíaco";"";"";"";"";"";""
"313630";"Ciencia ficcion";21;"Nausicaä del Valle del Viento";"Kaze no Tani no Naushika aka";"116";"Japón";7,6;19,045;73;10;1;"Hayao Miyazaki";"Hayao Miyazaki (Manga: Hayao Miyazaki)";"Joe Hisaishi";"Animación";"Animación";"Hakuhodo, Nibariki, Tokuma Shoten, Topcraft";"En un futuro lejano, mil años después de una guerra de carácter apocalíptico, la Tierra aparece cubierta de bosques plagados de hongos venenosos y de insectos gigantescos. Los hombres han sido diezmados; los supervivientes viven en algunos poblados aislados y sobreviven a duras penas en las cercanías de un bosque contaminado con gases tóxicos e insectos mutantes gigantes, que cubren gran parte de la Tierra. Nausicaä es la princesa de El Valle de Viento, un reino minúsculo, rodeado de reinos más poderosos y hostiles. Es una guerrera que sabe pilotar naves, pero es también compasiva, tanto que se resiste a ver a los insectos como enemigos, sobre todo a los Ohms, artrópodos gigantescos y temibles por los que siente una extraña simpatía. La crisis estalla cuando el reino vecino de Tolmekia, encabezado por la princesa Kushana, invade El Valle del Viento. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film313630.html";"Animación";"Aventuras";"Fantástico";"Ciencia ficción";"Futuro postapocalíptico";"Steampunk";"Naturaleza";"Insectos";"Manga";"Película de culto";"";"";""
"315488";"Animacion";23;"El hombre que plantaba árboles";"L'homme qui plantait des arbres (The Man Who Planted Trees)";"30";"Canadá";7,7;3,642;20;10;1;"Frédéric Back";"Jean Giono (Cuento: Jean Giono)";"Normand Roger";"Animación";"Animación";"Canadian Broadcasting Corporation (CBC), National Film Board of Canada (NFB), Société Radio-Canada. Distribuida por The Animation Show of Shows";"Un humilde pastor de ovejas se dedica a recoger bellotas, para luego plantarlas en una tierra yerma, y convertir con el paso del tiempo un desolado valle en un hermoso bosque.  (FILMAFFINITY)";"https://www.filmaffinity.com/es/film315488.html";"Animación";"Drama";"Amistad";"Naturaleza";"Mediometraje";"";"";"";"";"";"";"";""
"317417";"Musical";14;"My Fair Lady (Mi bella dama)";"My Fair Lady";"170";"Estados Unidos";7,6;27,151;69;10;1;"George Cukor";"Alan Jay Lerner (Obra: George Bernard Shaw)";"Frederick Loewe";"Harry Stradling Sr.";"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel";"Warner Bros.. Productor: Jack L. Warner";"Versión cinematográfica del mito de Pigmalión, inspirada en la obra teatral homónima del escritor irlandés G.B. Shaw (1856-1950). En una lluviosa noche de 1912, el excéntrico y snob lingüista Henry Higgins conoce a Eliza Doolittle, una harapienta y ordinaria vendedora de violetas. El vulgar lenguaje de la florista despierta tanto su interés que hace una arriesgada apuesta con su amigo el coronel Pickering: se compromete a enseñarle a hablar correctamente el inglés y a hacerla pasar por una dama de la alta sociedad en un plazo de seis meses. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film317417.html";"Musical";"Romance";"Comedia";"Comedia romántica";"Años 1910-1919";"";"";"";"";"";"";"";""
"336548";"Accion";10;"Espartaco";"Spartacus";"196";"Estados Unidos";8;66,984;118;10;1;"Stanley Kubrick";"Dalton Trumbo (Novela: Howard Fast)";"Alex North";"Russell Metty";"Kirk Douglas, Tony Curtis, Laurence Olivier, Peter Ustinov, Charles Laughton, Jean Simmons, John Gavin, Nina Foch, Herbert Lom, John Ireland, John Dall, Charles McGraw, Joanna Barnes, Harold J. Stone, Woody Strode, Peter Brocco, Paul Lambert, Nick Dennis";"Bryna Productions, Universal Pictures";"Espartaco era un esclavo tracio que fue vendido como gladiador a Léntulo Batiato. En Italia promovió y dirigió la rebelión de los esclavos (73-71 a.C.) contra la República romana. A medida que recorrían el país, innumerables esclavos se iban sumando a la rebelión. Espartaco intentará llegar con su ejército al sur de Italia para poner rumbo a sus hogares. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film336548.html";"Aventuras";"Acción";"Drama";"Antigua Roma";"Esclavitud";"Biográfico";"Histórico";"Cine épico";"";"";"";"";""
"336548";"Aventuras";19;"Espartaco";"Spartacus";"196";"Estados Unidos";8;66,984;118;10;1;"Stanley Kubrick";"Dalton Trumbo (Novela: Howard Fast)";"Alex North";"Russell Metty";"Kirk Douglas, Tony Curtis, Laurence Olivier, Peter Ustinov, Charles Laughton, Jean Simmons, John Gavin, Nina Foch, Herbert Lom, John Ireland, John Dall, Charles McGraw, Joanna Barnes, Harold J. Stone, Woody Strode, Peter Brocco, Paul Lambert, Nick Dennis";"Bryna Productions, Universal Pictures";"Espartaco era un esclavo tracio que fue vendido como gladiador a Léntulo Batiato. En Italia promovió y dirigió la rebelión de los esclavos (73-71 a.C.) contra la República romana. A medida que recorrían el país, innumerables esclavos se iban sumando a la rebelión. Espartaco intentará llegar con su ejército al sur de Italia para poner rumbo a sus hogares. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film336548.html";"Aventuras";"Acción";"Drama";"Antigua Roma";"Esclavitud";"Biográfico";"Histórico";"Cine épico";"";"";"";"";""
"342643";"Western";14;"Río Bravo";"Rio Bravo";"141";"Estados Unidos";8;21,225;90;10;1;"Howard Hawks";"Leigh Brackett, Jules Furthman (Historia: B. H. McCampbell)";"Dimitri Tiomkin";"Russell Harlan";"John Wayne, Dean Martin, Ricky Nelson, Angie Dickinson, Walter Brennan, Ward Bond, John Russell, Pedro Gonzalez Gonzalez, Estelita Rodríguez, Claude Akins, Malcolm Atterbury, Harry Carey Jr., Bob Steele";"Warner Bros.";"El sheriff Chance (John Wayne) encarcela por asesinato al hermano de un poderoso terrateniente que intentará liberarlo por todos los medios. Para impedirlo, Chance cuenta con la colaboración de dos ayudantes: un alcohólico (Dean Martin) y un viejo tullido (Walter Brennan), a los que se une un joven y hábil pistolero llamado Colorado (Ricky Nelson). Todos ellos se encierran en la oficina del sheriff para impedir que el preso pueda ser liberado antes de que llegue la autoridad estatal para llevárselo. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film342643.html";"Western";"";"";"";"";"";"";"";"";"";"";"";""
"344683";"Comedia";8;"El chico";"The Kid";"68";"Estados Unidos";8,4;30,656;112;10;1;"Charles Chaplin";"Charles Chaplin";"(Película muda) (Versión restaurada: Charles Chaplin)";"Roland Totheroh (B&W)";"Charles Chaplin, Jackie Coogan, Edna Purviance, Carl Miller, Tom Wilson, Henry Bergman, Lita Grey";"Charles Chaplin, First National Picture";"Un mujer de escasos recursos (Edna Purviance), ha tenido un hijo siendo soltera, y al sentirse abandonada por el padre del niño, decide también ella abandonar al bebé, con la esperanza de que una familia rica lo coja en adopción. Pero el pequeño terminará en manos de un vagabundo (Charles Chaplin), quien pronto se encariñará con él y decidirá sacarlo adelante como sea. Cuando el niño, llamado ahora John (Jackie Coogan) llega a los cinco años, la lucha por la supervivencia y por permanecer juntos será toda una aventura. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film344683.html";"Comedia";"Drama";"Pobreza";"Cine mudo";"Comedia dramática";"Película de culto";"";"";"";"";"";"";""
"344683";"Drama";18;"El chico";"The Kid";"68";"Estados Unidos";8,4;30,656;112;10;1;"Charles Chaplin";"Charles Chaplin";"(Película muda) (Versión restaurada: Charles Chaplin)";"Roland Totheroh (B&W)";"Charles Chaplin, Jackie Coogan, Edna Purviance, Carl Miller, Tom Wilson, Henry Bergman, Lita Grey";"Charles Chaplin, First National Picture";"Un mujer de escasos recursos (Edna Purviance), ha tenido un hijo siendo soltera, y al sentirse abandonada por el padre del niño, decide también ella abandonar al bebé, con la esperanza de que una familia rica lo coja en adopción. Pero el pequeño terminará en manos de un vagabundo (Charles Chaplin), quien pronto se encariñará con él y decidirá sacarlo adelante como sea. Cuando el niño, llamado ahora John (Jackie Coogan) llega a los cinco años, la lucha por la supervivencia y por permanecer juntos será toda una aventura. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film344683.html";"Comedia";"Drama";"Pobreza";"Cine mudo";"Comedia dramática";"Película de culto";"";"";"";"";"";"";""
"344734";"Belico";17;"El puente sobre el río Kwai";"The Bridge on the River Kwai";"161";"Reino Unido";7,8;48,442;72;10;1;"David Lean";"Michael Wilson, Carl Foreman (Novela: Pierre Boulle)";"Malcolm Arnold";"Jack Hildyard";"William Holden, Alec Guinness, Jack Hawkins, James Donald, Sessue Hayakawa, André Morell, Geoffrey Horne, Peter Williams, John Boxer, Percy Herbert, Harold Goodwin, Ann Sears, Heihachiro Okawa";"Columbia Pictures. Productor: Sam Spiegel";"Durante la Segunda Guerra Mundial (1939-1945), un grupo de prisioneros británicos son obligados por los japoneses a construir un puente. Los oficiales, capitaneados por su flemático coronel, se opondrán a toda orden que viole la Convención de Ginebra sobre los derechos y las condiciones de vida de los prisioneros de guerra. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film344734.html";"Bélico";"Aventuras";"II Guerra Mundial";"Ejército";"Drama carcelario";"";"";"";"";"";"";"";""
"347306";"Terror";10;"Los pájaros";"Alfred Hitchcock's The Birds";"115";"Estados Unidos";7,8;53,8;170;10;1;"Alfred Hitchcock";"Evan Hunter (Relato: Daphne Du Maurier)";"Bernard Herrmann";"Robert Burks";"Tippi Hedren, Rod Taylor, Jessica Tandy, Suzanne Pleshette, Veronica Cartwright, Ethel Griffies, Charles McGraw, Doreen Lang, Ruth McDevitt, Joe Mantell, Alfred Hitchcock";"Universal Pictures. Productor: Alfred Hitchcock";"Melanie, una joven rica y snob de la alta sociedad de San Francisco, conoce casualmente en una pajarería  al abogado Mitch Brenner. Él, que conoce por la prensa la alocada vida de Melanie, la trata con indiferencia y se va de la tienda dejándola bastante irritada. Ella, que no está acostumbrada a que la traten así, encarga unos periquitos y se presenta en la casa de la madre de Mitch, en Bodega Bay. En cuanto llega, los pájaros, enloquecidos, empiezan a atacar salvajemente a los habitantes del lugar. La situación se agrava a medida que avanzan las horas. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film347306.html";"Terror";"Animales";"Aves/Pájaros";"Película de culto";"";"";"";"";"";"";"";"";""
"347506";"Western";29;"Pat Garrett y Billy el Niño";"Pat Garrett and Billy The Kid aka";"122";"Estados Unidos";7,6;8,333;69;10;1;"Sam Peckinpah";"Rudy Wurlitzer";"Bob Dylan";"John Coquillon";"James Coburn, Kris Kristofferson, Jason Robards, L.Q. Jones, Bob Dylan, Richard Jaeckel, Katy Jurado, Slim Pickens, Chill Wills, Harry Dean Stanton, Barry Sullivan, Charles Martin Smith, Jack Elam, Luke Askew, Elisha Cook Jr., Bruce Dern, John Beck";"Metro-Goldwyn-Mayer (MGM)";"William Bonney era conocido por todos como ""Billy el Niño"". Estando encarcelado en Lincoln, después de ser condenado a morir en la horca, llega a sus manos un colt 44, con el que intimida a los guardianes y consigue huir a México. El sheriff Pat Garrett, que en otros tiempos cabalgó junto a él, será el encargado de darle caza. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film347506.html";"Western";"Drama";"Amistad";"";"";"";"";"";"";"";"";"";""
"351704";"Intriga";10;"Con la muerte en los talones";"North by Northwest";"136";"Estados Unidos";8,3;67,379;142;10;1;"Alfred Hitchcock";"Ernest Lehman";"Bernard Herrmann";"Robert Burks";"Cary Grant, Eva Marie Saint, James Mason, Martin Landau, Leo G. Carroll, Philip Ober, Josephine Hutchinson, Edward Platt, Adam Williams, Jessie Royce Landis, Alfred Hitchcock, Edward Binns";"Metro-Goldwyn-Mayer (MGM)";"Debido a un malentendido, a Roger O. Thornhill, un ejecutivo del mundo de la publicidad, unos espías lo confunden con un agente del gobierno llamado George Kaplan. Secuestrado por tres individuos y llevado a una mansión en la que es interrogado, consigue huir antes de que lo maten. Pero cuando al día siguiente regresa a la casa acompañado de la policía, le espera una sorpresa. (FILMAFFINITY)
Reestreno en España: 25 septiembre 2020.";"https://www.filmaffinity.com/es/film351704.html";"Intriga";"Espionaje";"Película de culto";"";"";"";"";"";"";"";"";"";""
"352368";"Musical";8;"Pink Floyd: El muro (Vídeo musical)";"The Wall (Music Video)aka";"99";"Reino Unido";7,8;22,891;94;10;1;"Alan Parker";"Roger Waters";"Pink Floyd";"Animación, Peter Biziou";"Animación, Bob Geldof, Jenny Wright, Christine Hargreaves, James Laurenson, Bob Hoskins, Eleanor David, Kevin McKeon, David Bringham, Alex McAvoy, Michael Ensign, Joanne Whalley, Albert Moses, Roger Waters, James Hazeldine, Margery Mason, Robert Bridges, Ellis Dayle, Ray Mort, Nell Campbell, Peter Jonfield";"Metro-Goldwyn-Mayer (MGM)";"Pink, el cantante de un grupo musical, arrastra desde su infancia una serie de traumas debido a la dura educación que recibió. Cansado de todo lo que rodea su profesión, se acaba refugiando en las drogas como única opción para romper con el muro que él mismo ha creado a su alrededor. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film352368.html";"Musical";"Drama";"Fantástico";"Animación";"Surrealismo";"Película de culto";"Videoclip";"";"";"";"";"";""
"352368";"Fantástico";24;"Pink Floyd: El muro (Vídeo musical)";"The Wall (Music Video)aka";"99";"Reino Unido";7,8;22,891;94;10;1;"Alan Parker";"Roger Waters";"Pink Floyd";"Animación, Peter Biziou";"Animación, Bob Geldof, Jenny Wright, Christine Hargreaves, James Laurenson, Bob Hoskins, Eleanor David, Kevin McKeon, David Bringham, Alex McAvoy, Michael Ensign, Joanne Whalley, Albert Moses, Roger Waters, James Hazeldine, Margery Mason, Robert Bridges, Ellis Dayle, Ray Mort, Nell Campbell, Peter Jonfield";"Metro-Goldwyn-Mayer (MGM)";"Pink, el cantante de un grupo musical, arrastra desde su infancia una serie de traumas debido a la dura educación que recibió. Cansado de todo lo que rodea su profesión, se acaba refugiando en las drogas como única opción para romper con el muro que él mismo ha creado a su alrededor. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film352368.html";"Musical";"Drama";"Fantástico";"Animación";"Surrealismo";"Película de culto";"Videoclip";"";"";"";"";"";""
"352368";"Animacion";18;"Pink Floyd: El muro (Vídeo musical)";"The Wall (Music Video)aka";"99";"Reino Unido";7,8;22,891;94;10;1;"Alan Parker";"Roger Waters";"Pink Floyd";"Animación, Peter Biziou";"Animación, Bob Geldof, Jenny Wright, Christine Hargreaves, James Laurenson, Bob Hoskins, Eleanor David, Kevin McKeon, David Bringham, Alex McAvoy, Michael Ensign, Joanne Whalley, Albert Moses, Roger Waters, James Hazeldine, Margery Mason, Robert Bridges, Ellis Dayle, Ray Mort, Nell Campbell, Peter Jonfield";"Metro-Goldwyn-Mayer (MGM)";"Pink, el cantante de un grupo musical, arrastra desde su infancia una serie de traumas debido a la dura educación que recibió. Cansado de todo lo que rodea su profesión, se acaba refugiando en las drogas como única opción para romper con el muro que él mismo ha creado a su alrededor. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film352368.html";"Musical";"Drama";"Fantástico";"Animación";"Surrealismo";"Película de culto";"Videoclip";"";"";"";"";"";""
"352376";"Western";25;"Horizontes lejanos";"Bend of the River";"91";"Estados Unidos";7,6;7,522;26;10;1;"Anthony Mann";"Borden Chase (Novela: William Gulick)";"Hans J. Salter";"Irving Glassberg";"James Stewart, Arthur Kennedy, Rock Hudson, Julie Adams, Lori Nelson, Harry Morgan, Jay C. Flippen, Chubby Johnson, Stepin Fetchit, Howard Petrie, Frances Bavier, Jack Lambert, Royal Dano, Frank Ferguson, Dal McKennon, Donald Kerr, Frank Chase, Cliff Lyons, Gregg Barton, Ethan Laidlaw, Jack Kenny, Cap Somers";"Universal Pictures";"Dos hombres de turbio pasado, Glyn McLyntock y su amigo Cole, dirigen una caravana de colonos desde Missouri hasta las fértiles tierras de Oregón, donde piensan fundar una colonia. Cuando el invierno se acerca, van a Portland a buscar las provisiones que previamente habían comprado, pero las cosas han cambiado en la ciudad y tropiezan con grandes problemas para recuperarlas. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film352376.html";"Western";"Aventuras";"Película de culto";"";"";"";"";"";"";"";"";"";""
"353180";"Comedia";11;"Con faldas y a lo loco";"Some Like It Hot";"120";"Estados Unidos";8,3;80,032;170;10;1;"Billy Wilder";"Billy Wilder, I.A.L. Diamond (Historia: Robert Thoeren, Michael Logan)";"Adolph Deutsch";"Charles Lang (B&W)";"Marilyn Monroe, Jack Lemmon, Tony Curtis, George Raft, Pat O'Brien, Nehemiah Persoff, Joe E. Brown, Joan Shawlee, Billy Gray, George E. Stone, Mike Mazurki, Dave Barry, Harry Wilson, Beverly Wills, Edward G. Robinson Jr., Barbara Drew";"United Artists, Ashton Productions, The Mirisch Corporation";"Época de la Ley Seca (1920-1933). Joe y Jerry son dos músicos del montón que se ven obligados a huir después de ser testigos de un ajuste de cuentas entre dos bandas rivales. Como no encuentran trabajo y la mafia los persigue, deciden vestirse de mujeres y tocar en una orquesta femenina. Joe (Curtis) para conquistar a Sugar Kane (Monroe), la cantante del grupo, finge ser un magnate impotente; mientras tanto, Jerry (Lemmon) es cortejado por un millonario que quiere casarse con él. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film353180.html";"Comedia";"Años 20";"Mafia";"Remake";"Película de culto";"";"";"";"";"";"";"";""
"353591";"Western";21;"Winchester 73";"Winchester '73";"92";"Estados Unidos";7,8;6,157;56;10;1;"Anthony Mann";"Robert L. Richards, Borden Chase";"Frank Skinner";"William H. Daniels (B&W)";"James Stewart, Shelley Winters, Dan Duryea, Stephen McNally, Charles Drake, Millard Mitchell, John McIntire, Jay C. Flippen, Will Geer, Rock Hudson, Tony Curtis";"Universal Pictures";"Dos jinetes llegan a Dodge City persiguiendo a un hombre. Es el Día de la Independencia, y la gente se arremolina en torno al premio del concurso de tiro, un rifle único: el Winchester 73. Lin McAdam, uno de los forasteros, gana el concurso, pero uno de sus contrincantes se lo roba y huye. El rifle va pasando de mano en mano: de un traficante de armas a un jefe indio y después a un forajido. Mientras tanto, continúa la persecución. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film353591.html";"Western";"Venganza";"Amistad";"Familia";"";"";"";"";"";"";"";"";""
"355419";"Musical";11;"Melodías de Broadway 1955";"The Band Wagon";"112";"Estados Unidos";7,7;2,69;16;10;1;"Vincente Minnelli";"Betty Comden, Adolph Green";"Howard Dietz, Arthur Schwartz";"Harry Jackson";"Fred Astaire, Cyd Charisse, Oscar Levant, Nanette Fabray, Ava Gardner, Jack Buchanan, James Mitchell";"Metro-Goldwyn-Mayer (MGM). Productor: Arthur Freed";"Un cantante y bailarín de éxito, a pesar de que atraviesa una etapa muy crítica, está decidido a volver a Broadway, el escenario que le dio la gloria y la fama. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film355419.html";"Musical";"Teatro";"";"";"";"";"";"";"";"";"";"";""
"356325";"Belico";28;"El puente";"Die Brücke";"105";"Alemania del Oeste (RFA)";7,7;2,733;40;10;1;"Bernhard Wicki";"Bernhard Wicki, Karl-Wilhelm Vivier, Michael Mansfeld (Novela: Manfred Gregor)";"Hans-Martin Majewski";"Gerd von Bonin (B&W)";"Folker Bohnet, Fritz Wepper, Michael Hinz, Frank Glaubrecht, Karl Michael Balzer, Volker Lechtenbrink, Günther Hoffmann, Cordula Trantow, Wolfgang Stumpf, Günter Pfitzmann, Heinz Spitzner, Siegfried Schürenberg";"Fono Film";"Alemania, 1945. Últimos meses de la Segunda Guerra Mundial. El conflicto se puede dar casi por concluido, pues el país ha sido invadido por las tropas aliadas. Ya no quedan soldados adultos que defiendan las posiciones, tan sólo adolescentes. En una pequeña ciudad, un grupo de jóvenes ha recibido la orden de proteger un pequeño puente. Enardecidos ante la idea de defender a su país, y entusiasmados por la ideología nazi de ""sangre y honor"", los chicos se disponen a cumplir las órdenes recibidas. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film356325.html";"Bélico";"Drama";"Adolescencia";"Nazismo";"Basado en hechos reales";"II Guerra Mundial";"Años 40";"";"";"";"";"";""
"357391";"Intriga";13;"El tercer hombre";"The Third Man aka";"104";"Reino Unido";8,2;42,271;156;10;1;"Carol Reed";"Graham Greene (Novela: Graham Greene)";"Anton Karas";"Robert Krasker (B&W)";"Joseph Cotten, Alida Valli, Trevor Howard, Orson Welles, Bernard Lee, Paul Hörbiger, Ernst Deutsch, Siegfried Breuer, Erich Ponto, Wilfrid Hyde-White, Hedwig Bleibtreu";"London Films. Productor: Alexander Korda, David O. Selznick";"Comienzos de la Guerra Fría, en Viena, 1947. El norteamericano Holly Martins, un mediocre escritor de novelas del Oeste, llega a la capital austríaca cuando la ciudad está dividida en cuatro zonas ocupadas por los estados aliados de la II Guerra Mundial. Holly va a visitar a Harry Lime, un amigo de la infancia que le ha prometido trabajo. Pero su llegada coincide con el entierro de Harry, que ha muerto atropellado por un coche en plena calle. El jefe de la policía militar británica le hace saber a Martins que Lime estaba gravemente implicado en el mercado negro. Pero a Martins no le cuadra un detalle: todos dicen haber visto a dos hombres en el lugar del atropello intentando ayudar a Lime, pero un testigo asegura haber visto a un tercer hombre... Adaptación de la novela homónima de Graham Greene. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film357391.html";"Cine negro";"Intriga";"Drama";"Amistad";"";"";"";"";"";"";"";"";""
